
run, secondi
0, 0.9015302658081055 
1, 0.9583456516265869 
2, 0.9330019950866699 
3, 0.9599194526672363 
4, 0.9721791744232178 
5, 0.9004862308502197 
6, 0.966547966003418 
7, 1.0063695907592773 
8, 0.8888821601867676 
9, 0.9269962310791016 
10, 0.9338943958282471 
11, 0.9227108955383301 
12, 0.9100234508514404 
13, 0.9333164691925049 
14, 0.912440299987793 
15, 0.9207174777984619 
16, 0.9145364761352539 
17, 0.9843699932098389 
18, 0.9270024299621582 
19, 0.9304103851318359 
