distance 
1.388888886 
1.388888886 
1.4142564069999999 
1.4142564069999999 
1.4111111079999998 
1.4111111079999998 
1.3864772398999998 
1.3864772398999998 
1.38663366 
1.38663366 
1.1621238812999999 
1.1621238812999999 
1.2215201465999999 
1.2215201465999999 
1.1804754367999999 
1.1804754367999999 
1.2159574467 
1.2159574467 
1.364423077 
1.364423077 
1.378192654 
1.378192654 
1.1521164193 
1.1521164193 
1.135176652 
1.135176652 
1.6289188914 
1.6289188914 
1.2119047619999999 
1.2119047619999999 
1.2269999999999999 
1.2269999999999999 
