run, secondi
0, 27.12090229988098 
1, 27.243077754974365 
2, 27.638525009155273 
3, 27.68014121055603 
4, 27.401912689208984 
5, 26.693771362304688 
6, 27.098284244537354 
7, 27.424108266830444 
8, 27.27440619468689 
9, 27.2468740940094 
10, 27.605381727218628 
11, 27.956324577331543 
12, 27.23605751991272 
13, 27.215052127838135 
14, 27.294984102249146 
15, 27.35678482055664 
16, 27.417349576950073 
17, 27.433840036392212 
18, 27.543920040130615 
19, 27.584133863449097 
