run, secondi
0, 1.053523302078247 
1, 0.920905590057373 
2, 0.9203333854675293 
3, 0.9910216331481934 
4, 0.916745662689209 
5, 0.9589142799377441 
6, 0.916550874710083 
7, 0.9374680519104004 
8, 0.9167215824127197 
9, 0.9430031776428223 
10, 0.9523129463195801 
11, 0.9299004077911377 
12, 0.9275293350219727 
13, 0.9206457138061523 
14, 0.9483697414398193 
15, 0.9049327373504639 
16, 0.9349970817565918 
17, 0.9151966571807861 
18, 0.9406604766845703 
19, 0.978172779083252 
